trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,DHimage.started,DHimage.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.82021929975599,None,space,0.6201984318904579,8.82021929975599,None,,,,,,,,1,001,2019_Dec_10_1128,trialloops-extreme-joehoang1,3.2.4,59.8963666428355,
,,,,,,,,,,,,9.56696224398911,None,s,1,0.4474938656203449,9.56696224398911,None,,,,,,,
