trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.862277023959905,None,space,0.3171201949007809,8.862277023959905,None,1,001,2019_Dec_10_1053,trialloops-extreme-joehoang1,3.2.4,60.05176218882625,
