trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.683263199869543,None,space,1.0913432631641626,8.683263199869543,None,1,001,2019_Dec_10_1059,trialloops-extreme-joehoang1,3.2.4,59.9709205703586,
