trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,DHimage.started,DHimage.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.031032444909215,None,space,1.1710423021577299,9.031032444909215,None,,,,,,,,1,001,2019_Dec_10_1118,trialloops-extreme-joehoang1,3.2.4,59.684562503572764,
,,,,,,,,,,,,10.311419690027833,None,s,0,0.4387859720736742,10.311419690027833,None,,,,,,,
