trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,DHimage.started,DHimage.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,10.106281614862382,None,space,1.8959100260399282,10.106281614862382,None,,,,,,,,1,001,2019_Dec_10_1122,trialloops-extreme-joehoang1,3.2.4,60.20174170753871,
,,,,,,,,,,,,12.127317913807929,None,s,1,2.2049434040673077,12.127317913807929,None,,,,,,,
