trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Image,corrAns,InstructionText.started,InstructionText.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.203589976299554,None,space,0.4103907085955143,8.203589976299554,None,1,001,2019_Dec_10_1058,trialloops-extreme-joehoang1,3.2.4,59.934983095819824,
